"","MasVnrArea","GarageYrBlt","MasVnrType","GarageType","GarageFinish","GarageQual","GarageCond","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","Electrical","MSZoning","Exterior1st","Exterior2nd","KitchenQual","SaleType","BsmtUnfSF","TotalBsmtSF","BsmtFullBath","GarageCars","GarageArea","BsmtFinSF1","Id","LotArea","LotShape","Neighborhood","HouseStyle","OverallQual","YearBuilt","YearRemodAdd","ExterQual","Foundation","HeatingQC","CentralAir","X1stFlrSF","X2ndFlrSF","GrLivArea","FullBath","HalfBath","TotRmsAbvGrd","Fireplaces","PavedDrive","WoodDeckSF","OpenPorchSF","SaleCondition","SalePrice"
"1120",0,1959,"None","Attchd","RFn","TA","TA","TA","TA","No","LwQ","FuseA","RL","BrkFace","Wd Sdng","TA","WD",671,1040,0,1,286,369,1120,7560,"Reg","NAmes","1Story",5,1959,1959,"TA","CBlock","TA","Y",1040,0,1040,1,0,6,0,"Y",140,0,"Normal",11.8033612424936
"1121",0,1920,"None","Detchd","Unf","TA","TA","TA","TA","No","Unf","FuseA","RM","BrkFace","BrkFace","TA","WD",1012,1012,0,1,308,0,1121,8263,"Reg","IDOTRR","1Story",6,1920,1950,"TA","BrkTil","TA","Y",1012,0,1012,1,0,6,1,"Y",0,22,"Normal",11.6818324473423
"1122",196,2005,"BrkFace","Attchd","RFn","TA","TA","Gd","TA","Av","GLQ","SBrkr","RL","VinylSd","VinylSd","Gd","New",1528,1552,0,3,782,24,1122,10084,"Reg","CollgCr","1Story",7,2005,2006,"Gd","PConc","Ex","Y",1552,0,1552,2,0,7,0,"Y",144,20,"Partial",12.2685825479114
"1123",0,1956,"None","Basment","Unf","TA","TA","TA","TA","No","Unf","FuseA","RL","AsbShng","AsbShng","TA","COD",672,672,0,1,288,0,1123,8926,"IR1","Edwards","1Story",4,1956,1956,"TA","CBlock","Ex","Y",960,0,960,1,0,5,0,"Y",64,0,"Abnorml",11.6262630788088
"1124",0,NA,"None","Attchd","Unf","TA","TA","TA","TA","No","Unf","SBrkr","RL","VinylSd","VinylSd","TA","WD",698,698,0,0,0,0,1124,9405,"Reg","Edwards","1Story",5,1947,2008,"TA","CBlock","Ex","Y",698,0,698,1,0,4,0,"Y",0,200,"Normal",11.6784483779882
"1125",170,1992,"BrkFace","Attchd","Fin","TA","TA","Gd","TA","No","Unf","SBrkr","RL","HdBoard","HdBoard","Gd","WD",384,384,0,2,392,0,1125,9125,"IR1","Gilbert","SLvl",7,1992,1992,"TA","PConc","Gd","Y",812,670,1482,2,1,7,1,"Y",100,25,"Normal",12.0070178659946
"1126",0,1977,"None","Detchd","Unf","Fa","Fa","TA","TA","No","Unf","SBrkr","RL","Plywood","Plywood","Fa","WD",1005,1005,0,2,672,0,1126,10434,"Reg","NAmes","1Story",4,1955,1955,"TA","CBlock","TA","Y",1005,0,1005,1,0,5,1,"Y",0,0,"Normal",11.6526961029598
"1127",130,2007,"BrkFace","Attchd","Fin","TA","TA","Gd","TA","No","Unf","SBrkr","RL","VinylSd","VinylSd","Gd","WD",1373,1373,0,3,660,0,1127,3684,"Reg","Blmngtn","1Story",7,2007,2007,"Gd","PConc","Ex","Y",1555,0,1555,2,0,7,1,"Y",143,20,"Normal",12.0668163253066
"1128",0,2004,"None","Attchd","Fin","TA","TA","Gd","TA","Av","GLQ","SBrkr","RL","VinylSd","VinylSd","Gd","WD",230,1530,1,3,630,1300,1128,14572,"IR3","Gilbert","1Story",7,2004,2004,"Gd","PConc","Ex","Y",1530,0,1530,2,0,7,1,"Y",144,36,"Family",12.4645872016781
"1129",0,2004,"None","BuiltIn","Fin","TA","TA","Gd","TA","Av","Unf","SBrkr","RL","VinylSd","VinylSd","Gd","WD",847,847,0,2,434,0,1129,11796,"IR1","Gilbert","2Story",7,2004,2005,"Gd","PConc","Ex","Y",847,1112,1959,2,1,8,1,"Y",100,48,"Normal",12.2783979582618
"1130",180,1980,"BrkFace","Detchd","Unf","TA","TA","Gd","TA","Gd","GLQ","SBrkr","RM","MetalSd","MetalSd","TA","WD",0,936,1,2,672,936,1130,7200,"Reg","OldTown","SFoyer",5,1980,1980,"TA","CBlock","TA","Y",936,0,936,1,0,4,0,"Y",49,0,"Normal",11.8494048444231
"1131",0,1981,"None","Detchd","Unf","TA","TA","TA","TA","No","BLQ","SBrkr","RL","WdShing","Plywood","Gd","WD",500,1122,1,2,576,622,1131,7804,"Reg","SWISU","1.5Fin",4,1928,1950,"TA","BrkTil","TA","Y",1328,653,1981,2,0,7,2,"Y",431,44,"Normal",11.8130374648005
"1132",0,NA,"None","Attchd","Unf","TA","TA","Gd","TA","Mn","BLQ","SBrkr","RL","HdBoard","HdBoard","TA","Oth",762,974,0,0,0,212,1132,10712,"Reg","Mitchel","1Story",5,1991,1992,"TA","PConc","TA","Y",974,0,974,1,0,5,0,"Y",0,28,"Abnorml",11.4457274104068
"1133",0,1930,"None","Detchd","Unf","Fa","TA","TA","TA","Mn","Unf","SBrkr","RM","Wd Sdng","Wd Sdng","Fa","WD",1008,1008,0,1,205,0,1133,9900,"Reg","OldTown","2Story",6,1880,1950,"TA","BrkTil","TA","Y",1178,1032,2210,2,0,8,0,"N",0,48,"Normal",11.6742021231684
"1134",0,1995,"None","Attchd","RFn","TA","TA","Gd","TA","No","GLQ","SBrkr","RL","VinylSd","VinylSd","Gd","WD",544,1128,0,2,466,584,1134,9828,"IR1","SawyerW","2Story",8,1995,1995,"Gd","PConc","Ex","Y",1142,878,2020,2,1,8,1,"Y",0,155,"Normal",12.3863128711897
"1135",0,1997,"None","Attchd","Fin","TA","TA","Gd","TA","Av","Unf","SBrkr","RL","VinylSd","VinylSd","TA","WD",916,916,0,2,460,0,1135,8773,"IR1","Gilbert","2Story",6,1997,1997,"TA","PConc","Gd","Y",916,684,1600,2,1,7,1,"Y",100,38,"Normal",12.0376599110475
"1136",0,1926,"None","Detchd","Unf","TA","TA","TA","TA","No","Unf","SBrkr","RM","Wd Sdng","Wd Sdng","TA","WD",960,960,0,1,180,0,1136,6180,"Reg","BrkSide","1Story",6,1926,1950,"TA","BrkTil","TA","N",986,0,986,1,0,5,1,"Y",0,128,"Normal",11.5327378961399
"1137",0,1950,"None","Attchd","Unf","TA","TA","TA","TA","No","BLQ","FuseA","RL","VinylSd","VinylSd","TA","WD",752,1032,0,1,288,280,1137,9600,"Reg","NAmes","1.5Fin",6,1950,1950,"TA","CBlock","TA","Y",1032,220,1252,1,0,6,0,"Y",0,0,"Abnorml",11.6868871754197
"1138",0,NA,"None","Attchd","Unf","TA","TA","TA","TA","No","Unf","SBrkr","RL","VinylSd","VinylSd","TA","WD",780,780,0,0,0,0,1138,6342,"Reg","Sawyer","1.5Fin",5,1875,1996,"TA","CBlock","Gd","N",780,240,1020,1,0,6,0,"N",0,0,"Normal",11.4510606994934
"1139",0,1977,"None","Attchd","RFn","TA","TA","TA","TA","Gd","ALQ","SBrkr","RL","Plywood","ImStucc","Gd","WD",0,1567,1,2,714,1567,1139,9819,"IR1","Mitchel","1Story",6,1977,1977,"TA","PConc","TA","Y",1567,0,1567,2,0,5,2,"Y",264,32,"Normal",12.1858750402405
"1140",0,1972,"None","Detchd","Unf","TA","TA","TA","TA","No","BLQ","SBrkr","RL","Stucco","Stucco","TA","WD",270,915,0,2,495,645,1140,8731,"IR1","BrkSide","1Story",5,1920,1950,"TA","BrkTil","TA","Y",1167,0,1167,1,0,6,1,"Y",0,0,"Normal",11.8775755229785
"1141",0,1988,"None","Detchd","Unf","TA","TA","TA","TA","Mn","ALQ","SBrkr","RL","HdBoard","HdBoard","TA","COD",100,952,1,2,840,852,1141,7350,"Reg","NAmes","1Story",5,1951,1951,"TA","CBlock","TA","Y",952,0,952,1,0,4,0,"Y",0,0,"Abnorml",11.8422364063316
"1142",44,1976,"BrkFace","Attchd","Unf","TA","TA","TA","TA","No","ALQ","SBrkr","RL","Plywood","Plywood","Gd","WD",399,780,1,2,484,381,1142,10304,"IR1","NWAmes","2Story",5,1976,1976,"TA","CBlock","Ex","Y",1088,780,1868,2,1,9,1,"Y",448,96,"Normal",12.1934989266016
"1143",340,2006,"Stone","BuiltIn","RFn","TA","TA","Ex","TA","Gd","GLQ","SBrkr","RL","VinylSd","VinylSd","Gd","New",316,1466,1,3,1052,1150,1143,9965,"Reg","CollgCr","2Story",8,2006,2007,"Gd","PConc","Ex","Y",1466,1362,2828,3,0,11,1,"Y",125,144,"Partial",12.9595408724204
"1144",0,NA,"None","Attchd","Unf","TA","TA","TA","TA","No","GLQ","SBrkr","RL","Wd Sdng","Plywood","TA","WD",718,1006,0,0,0,288,1144,9000,"Reg","Sawyer","1Story",5,1959,1959,"TA","CBlock","TA","Y",1006,0,1006,1,0,5,0,"Y",0,24,"Normal",11.2897944135779
"1145",0,1941,"None","Detchd","Unf","TA","TA","Gd","TA","No","BLQ","FuseA","RL","MetalSd","MetalSd","Fa","WD",324,672,1,1,280,348,1145,12180,"Reg","Edwards","1.5Fin",4,1941,1950,"TA","BrkTil","Fa","N",672,252,924,1,0,5,0,"Y",0,0,"Normal",11.2897944135779
"1146",0,1928,"None","Detchd","Unf","TA","TA","TA","TA","No","Unf","SBrkr","RM","MetalSd","MetalSd","TA","WD",1042,1042,0,1,225,0,1146,6240,"Reg","BrkSide","1.5Fin",5,1928,1950,"TA","BrkTil","Ex","Y",1042,534,1576,1,0,8,1,"Y",0,0,"Family",11.9117082963145
"1147",85,1985,"BrkFace","Attchd","Unf","TA","TA","Gd","TA","No","GLQ","SBrkr","RL","Wd Sdng","Wd Shng","Gd","WD",40,1298,1,2,403,1258,1147,11200,"Reg","SawyerW","1Story",6,1985,1985,"Gd","CBlock","TA","Y",1298,0,1298,2,0,5,1,"Y",165,26,"Normal",12.1007176854125
"1148",0,1941,"None","Attchd","Unf","TA","TA","TA","TA","No","Rec","SBrkr","RL","MetalSd","MetalSd","Fa","WD",429,704,0,1,234,275,1148,12000,"Reg","Crawfor","2Story",7,1941,1950,"TA","CBlock","Ex","Y",860,704,1564,1,1,7,1,"Y",0,0,"Normal",12.0696857512672
"1149",0,1982,"None","Detchd","Unf","TA","TA","TA","TA","No","Unf","SBrkr","RM","Wd Sdng","Wd Sdng","TA","WD",572,572,0,1,288,0,1149,5700,"Reg","OldTown","1.5Fin",7,1926,1950,"TA","PConc","TA","Y",572,539,1111,1,0,5,1,"Y",0,0,"Normal",11.6690827017435
"1150",0,1930,"None","Detchd","Unf","TA","TA","TA","TA","No","ALQ","SBrkr","RM","VinylSd","VinylSd","TA","WD",26,650,0,2,324,624,1150,9000,"Reg","OldTown","2Story",7,1920,1988,"TA","PConc","Ex","Y",832,650,1482,1,0,7,0,"Y",0,0,"Normal",11.8706069022246
"1151",0,1950,"None","Attchd","Unf","TA","TA","TA","TA","No","Unf","FuseA","RL","BrkFace","BrkFace","Gd","WD",932,932,0,1,306,0,1151,8280,"IR1","NAmes","1Story",6,1950,1950,"TA","CBlock","Ex","Y",932,0,932,1,0,4,1,"Y",0,0,"Normal",11.7280449090708
"1152",132,1959,"BrkFace","Attchd","Fin","TA","TA","TA","TA","No","BLQ","SBrkr","RL","HdBoard","Plywood","Fa","WD",1290,1466,0,2,528,176,1152,17755,"Reg","Edwards","1Story",5,1959,1959,"TA","CBlock","TA","Y",1466,0,1466,1,1,6,2,"Y",0,140,"Normal",11.9177303551825
"1153",0,1956,"None","Attchd","Fin","TA","TA","TA","TA","No","ALQ","SBrkr","RL","Stone","Stone","Ex","WD",230,1073,0,2,470,296,1153,14115,"IR1","Crawfor","1Story",6,1956,2004,"TA","PConc","Ex","Y",1811,0,1811,1,0,6,1,"Y",0,0,"Abnorml",12.345838935722
"1154",0,2002,"None","Detchd","Unf","TA","TA","TA","TA","Av","ALQ","SBrkr","RM","Wd Sdng","Wd Sdng","TA","WD",278,816,0,1,432,538,1154,5890,"Reg","IDOTRR","1Story",6,1930,2007,"Gd","BrkTil","Ex","Y",816,0,816,1,0,5,0,"Y",0,0,"Normal",11.6994133306336
"1155",288,1965,"Stone","Attchd","Unf","TA","TA","TA","TA","Gd","ALQ","SBrkr","RL","VinylSd","VinylSd","Gd","WD",410,864,0,2,492,454,1155,13700,"IR1","NAmes","2Story",7,1965,1988,"TA","CBlock","TA","Y",902,918,1820,1,2,8,2,"Y",60,84,"Normal",12.2150373422908
"1156",0,1976,"None","Attchd","RFn","TA","TA","Gd","TA","Gd","ALQ","SBrkr","RL","Plywood","Plywood","Gd","WD",280,1437,1,2,528,1157,1156,10768,"IR1","Veenker","1Story",5,1976,2004,"Gd","CBlock","TA","Y",1437,0,1437,2,0,6,1,"Y",0,21,"Normal",12.2922549289167
"1157",0,1965,"None","Attchd","RFn","TA","TA","TA","TA","Gd","ALQ","SBrkr","RL","BrkFace","BrkFace","Gd","WD",586,1219,0,2,502,633,1157,9350,"Reg","NAmes","SLvl",5,1965,1999,"TA","PConc","Gd","Y",1265,0,1265,2,0,6,1,"Y",0,92,"Normal",12.1001619785669
"1158",166,2008,"Stone","Attchd","RFn","TA","TA","Gd","TA","No","GLQ","SBrkr","RL","VinylSd","VinylSd","Gd","WD",410,1314,1,2,626,904,1158,5001,"IR1","NridgHt","1Story",7,2007,2008,"Gd","PConc","Ex","Y",1314,0,1314,2,0,6,1,"Y",172,62,"Normal",12.345838935722
"1159",186,2008,"Stone","Attchd","RFn","TA","TA","Gd","TA","No","Unf","SBrkr","RL","VinylSd","VinylSd","Gd","ConLD",1580,1580,0,3,830,0,1159,11932,"Reg","Somerst","1Story",8,2007,2008,"Gd","PConc","Ex","Y",1580,0,1580,2,0,7,0,"Y",0,24,"Partial",12.3678895786862
"1160",270,1974,"BrkFace","Attchd","RFn","Gd","TA","TA","TA","No","ALQ","SBrkr","RL","HdBoard","HdBoard","Gd","WD",459,901,0,2,540,442,1160,9120,"Reg","NWAmes","2Story",6,1974,1974,"Gd","CBlock","TA","Y",943,933,1876,2,1,8,1,"Y",0,69,"Normal",12.1281165094513
"1161",0,1978,"None","Attchd","Unf","TA","TA","Gd","TA","No","ALQ","SBrkr","RL","Plywood","Brk Cmn","TA","WD",544,855,0,2,440,311,1161,2280,"Reg","NPkVill","2Story",6,1978,1978,"TA","CBlock","Fa","Y",855,601,1456,2,1,7,1,"Y",26,0,"Normal",11.8913687499821
"1162",72,1993,"BrkFace","Detchd","Unf","TA","TA","TA","TA","No","BLQ","SBrkr","RL","HdBoard","HdBoard","Gd","WD",568,1296,1,2,924,728,1162,14778,"IR1","Crawfor","1Story",6,1954,2006,"Gd","CBlock","Ex","Y",1640,0,1640,1,0,7,1,"Y",108,0,"Normal",12.3194057951129
"1163",0,1968,"None","Attchd","Fin","TA","TA","Gd","TA","No","BLQ","SBrkr","RL","VinylSd","VinylSd","TA","WD",402,894,0,2,450,492,1163,8724,"Reg","Sawyer","1Story",5,1968,1968,"TA","CBlock","Gd","Y",894,0,894,1,0,5,1,"Y",0,0,"Normal",11.7675754352517
"1164",0,1969,"None","CarPort","Unf","Fa","TA","Gd","TA","Av","GLQ","SBrkr","RL","Plywood","Plywood","TA","WD",0,1198,2,2,400,1198,1164,12900,"Reg","Sawyer","SFoyer",4,1969,1969,"TA","CBlock","TA","Y",1258,0,1258,0,2,6,0,"Y",120,0,"Alloca",11.5987361213833
"1165",0,1978,"None","Attchd","Unf","TA","TA","Gd","TA","Gd","ALQ","SBrkr","RL","Plywood","Plywood","Gd","WD",289,1360,1,2,588,680,1165,16157,"IR1","Veenker","SLvl",5,1978,1978,"TA","PConc","Ex","Y",1432,0,1432,1,1,5,1,"Y",168,180,"Normal",12.1756185926714
"1166",268,2009,"Stone","Attchd","RFn","TA","TA","Gd","TA","No","Unf","SBrkr","RL","VinylSd","VinylSd","Gd","New",1502,1502,0,2,644,0,1166,9541,"IR1","NridgHt","1Story",7,2009,2009,"Gd","PConc","Ex","Y",1502,0,1502,2,0,7,0,"Y",0,114,"Partial",12.3595273689502
"1167",72,2008,"Stone","Attchd","RFn","TA","TA","Gd","TA","Av","Unf","SBrkr","RL","VinylSd","VinylSd","Gd","WD",1694,1694,0,3,776,0,1167,10475,"IR1","CollgCr","1Story",8,2008,2008,"Gd","PConc","Ex","Y",1694,0,1694,2,0,7,0,"Y",160,33,"Normal",12.4104451173198
"1168",0,2000,"None","Attchd","Fin","TA","TA","Gd","TA","No","GLQ","SBrkr","RL","VinylSd","VinylSd","TA","WD",173,959,1,2,472,786,1168,10852,"IR1","Gilbert","2Story",6,2000,2000,"TA","PConc","Ex","Y",959,712,1671,2,1,7,1,"Y",0,38,"Normal",12.06105265381
"1169",0,1935,"None","Basment","Unf","TA","TA","TA","TA","No","Rec","SBrkr","RL","Stucco","Stucco","Gd","WD",501,1127,0,2,540,626,1169,13728,"Reg","Edwards","2Story",6,1935,1986,"TA","CBlock","Ex","Y",1236,872,2108,2,0,7,2,"Y",0,0,"Normal",12.3673450484364
"1170",1378,1995,"BrkFace","Attchd","Fin","TA","TA","Ex","TA","Gd","GLQ","SBrkr","RL","HdBoard","HdBoard","Gd","WD",543,1930,1,3,807,1387,1170,35760,"IR1","NoRidge","2Story",10,1995,1996,"Gd","PConc","Ex","Y",1831,1796,3627,3,1,10,1,"Y",361,76,"Normal",13.3455085287173
"1171",0,1977,"None","Attchd","Fin","TA","TA","TA","TA","Av","ALQ","SBrkr","RL","Plywood","Plywood","TA","WD",574,1096,1,1,358,522,1171,9880,"Reg","Mitchel","SLvl",6,1977,1977,"TA","CBlock","TA","Y",1118,0,1118,1,0,6,1,"Y",203,0,"Normal",12.0494246834209
"1172",0,1958,"None","Attchd","RFn","TA","TA","TA","TA","No","ALQ","SBrkr","RL","MetalSd","MetalSd","TA","WD",599,1261,1,2,433,662,1172,9120,"Reg","NAmes","1Story",6,1958,1958,"TA","CBlock","Ex","Y",1261,0,1261,1,0,6,1,"Y",0,0,"Normal",12.0015116147394
"1173",0,2006,"None","Detchd","Fin","TA","TA","Gd","TA","No","Unf","SBrkr","FV","MetalSd","MetalSd","Gd","WD",625,625,0,2,625,0,1173,4017,"IR1","Somerst","2Story",7,2006,2007,"Gd","PConc","Ex","Y",625,625,1250,2,1,5,0,"Y",0,54,"Normal",12.0546740086897
"1174",0,NA,"None","Attchd","Unf","TA","TA","TA","TA","No","Rec","SBrkr","RL","MetalSd","MetalSd","Ex","WD",977,1598,0,0,0,152,1174,18030,"IR1","ClearCr","1.5Fin",5,1946,1994,"TA","CBlock","TA","Y",1636,971,3086,3,0,12,1,"Y",122,0,"Normal",12.2085745132475
"1175",0,1932,"None","Detchd","Unf","TA","TA","Gd","TA","No","Rec","SBrkr","RL","Wd Sdng","Wd Sdng","TA","WD",449,952,0,2,360,503,1175,16560,"IR1","Crawfor","2Story",6,1932,1950,"TA","BrkTil","TA","Y",1170,1175,2345,2,1,9,1,"Y",0,0,"Normal",12.3842230150053
"1176",337,1992,"BrkFace","Attchd","Fin","TA","TA","Gd","TA","No","GLQ","SBrkr","RL","HdBoard","HdBoard","Gd","WD",983,1683,0,2,541,700,1176,10678,"Reg","NoRidge","1.5Fin",8,1992,2000,"Gd","PConc","Ex","Y",2129,743,2872,2,1,9,1,"Y",0,33,"Normal",12.5602479680166
"1177",0,1984,"None","Attchd","Unf","TA","TA","TA","TA","No","ALQ","SBrkr","RL","HdBoard","Plywood","TA","WD",218,876,1,1,264,658,1177,6951,"IR1","Mitchel","1Story",5,1984,1985,"TA","CBlock","TA","Y",923,0,923,1,0,5,0,"Y",362,0,"Normal",11.6910800185195
"1178",0,1926,"None","Detchd","Unf","TA","TA","TA","TA","No","Rec","SBrkr","RM","MetalSd","MetalSd","TA","WD",350,818,0,1,210,468,1178,3950,"Reg","OldTown","1.5Fin",6,1926,2004,"TA","CBlock","TA","Y",818,406,1224,1,0,5,0,"N",0,0,"Normal",11.6526961029598
"1179",0,1921,"None","Detchd","Unf","Fa","TA","TA","TA","No","Unf","SBrkr","RL","Wd Sdng","Wd Sdng","TA","WD",731,731,0,1,186,0,1179,7681,"IR1","Crawfor","1.5Fin",5,1921,1950,"TA","BrkTil","Ex","Y",820,523,1343,1,1,7,1,"Y",192,0,"Normal",11.950541482162
"1180",0,NA,"None","Attchd","Unf","TA","TA","TA","TA","No","Unf","SBrkr","RL","Wd Sdng","Wd Sdng","TA","WD",0,0,0,0,0,0,1180,8335,"Reg","Edwards","1Story",5,1954,1954,"TA","Slab","Gd","Y",1124,0,1124,1,0,5,1,"N",0,36,"Normal",11.4403655247658
"1181",0,1990,"None","Attchd","Fin","TA","TA","Gd","TA","No","LwQ","SBrkr","RL","MetalSd","MetalSd","TA","WD",0,1216,0,2,693,1216,1181,11170,"IR2","Timber","2Story",7,1990,1991,"TA","Wood","Ex","Y",1298,1216,2514,2,1,8,0,"Y",0,0,"Normal",12.4292201968364
"1182",186,2008,"Stone","Attchd","Fin","TA","TA","Ex","TA","Gd","GLQ","SBrkr","RM","CemntBd","CmentBd","Gd","New",120,1600,1,2,482,1480,1182,5587,"IR1","Crawfor","1Story",8,2008,2008,"Ex","PConc","Ex","Y",1652,0,1652,2,0,5,1,"Y",162,53,"Partial",12.8802943639721
"1183",0,1996,"None","Attchd","Fin","TA","TA","Ex","TA","Av","GLQ","SBrkr","RL","Wd Sdng","ImStucc","Ex","WD",300,2396,1,3,813,2096,1183,15623,"IR1","NoRidge","2Story",10,1996,1996,"Gd","PConc","Ex","Y",2411,2065,4476,3,1,10,2,"Y",171,78,"Abnorml",13.5211408396427
"1184",0,1970,"None","Detchd","Unf","TA","TA","TA","TA","No","Rec","SBrkr","RL","Stucco","Stucco","TA","WD",299,1120,1,2,720,821,1184,10800,"Reg","OldTown","1Story",5,1920,1950,"TA","BrkTil","Ex","Y",1130,0,1130,1,0,5,1,"Y",229,0,"Normal",11.6952553550628
"1185",226,1963,"BrkFace","2Types","RFn","TA","TA","TA","TA","Gd","Rec","SBrkr","RL","MetalSd","MetalSd","TA","WD",413,1572,1,3,995,1159,1185,35133,"Reg","Timber","1Story",5,1963,1963,"TA","CBlock","Gd","Y",1572,0,1572,1,1,5,2,"Y",0,263,"Normal",12.1372636857019
"1186",0,1965,"None","Attchd","Unf","TA","TA","TA","TA","No","BLQ","SBrkr","RL","AsbShng","AsbShng","TA","WD",392,784,1,1,392,392,1186,9738,"Reg","Edwards","1.5Fin",5,1924,1950,"TA","BrkTil","Gd","Y",949,272,1221,1,0,7,0,"Y",0,0,"Normal",11.5607723272274
"1187",0,1920,"None","CarPort","Unf","Fa","Fa","Fa","TA","Mn","BLQ","SBrkr","RL","HdBoard","HdBoard","TA","WD",538,978,1,2,420,440,1187,10615,"IR1","OldTown","2Story",3,1900,1970,"TA","CBlock","TA","Y",1014,685,1699,2,0,7,0,"Y",0,74,"Abnorml",11.4616426968431
"1188",0,1994,"None","Attchd","RFn","TA","TA","Gd","TA","No","GLQ","SBrkr","RL","ImStucc","ImStucc","Gd","WD",168,1624,1,3,757,1456,1188,12461,"Reg","NoRidge","1Story",8,1994,1995,"Gd","PConc","Ex","Y",1624,0,1624,2,0,5,1,"Y",0,114,"Normal",12.4761035995298
"1189",95,2002,"BrkFace","Attchd","RFn","TA","TA","Gd","TA","No","Unf","SBrkr","RL","VinylSd","VinylSd","Gd","WD",831,831,0,2,493,0,1189,8935,"IR1","CollgCr","2Story",7,2002,2002,"Gd","PConc","Ex","Y",831,829,1660,2,1,7,0,"Y",144,68,"Normal",12.1807599657379
"1190",0,1999,"None","Attchd","Fin","TA","TA","TA","TA","No","Unf","SBrkr","RL","VinylSd","VinylSd","Gd","WD",994,994,0,2,442,0,1190,7500,"Reg","Gilbert","2Story",7,1999,1999,"TA","PConc","Gd","Y",1028,776,1804,2,1,7,1,"Y",140,60,"Normal",12.1495075850331
"1191",149,1975,"Stone","2Types","Fin","TA","TA","TA","TA","Av","BLQ","SBrkr","RL","MetalSd","MetalSd","TA","WD",90,1249,1,4,1356,1159,1191,32463,"Reg","Mitchel","1Story",4,1961,1975,"TA","CBlock","Ex","Y",1622,0,1622,1,0,7,1,"Y",439,0,"Normal",12.0317252107486
"1192",456,1999,"BrkFace","Detchd","Unf","TA","TA","Gd","TA","No","Unf","SBrkr","FV","MetalSd","MetalSd","Gd","WD",776,776,0,2,492,0,1192,2645,"Reg","Somerst","2Story",8,1999,2000,"Gd","PConc","Ex","Y",764,677,1441,2,1,5,0,"Y",206,0,"Normal",12.0668163253066
"1193",0,1925,"None","Detchd","Unf","TA","Fa","TA","TA","Mn","Unf","SBrkr","RM","VinylSd","VinylSd","Gd","WD",702,702,0,1,250,0,1193,9600,"Reg","OldTown","1.5Fin",5,1925,1994,"TA","PConc","Gd","Y",842,630,1472,1,0,6,0,"P",0,0,"Normal",11.7360770162524
"1194",425,1999,"BrkFace","Attchd","Fin","TA","TA","Ex","TA","No","GLQ","SBrkr","RM","VinylSd","VinylSd","TA","WD",341,1224,1,2,402,883,1194,4500,"Reg","Mitchel","1Story",6,1999,1999,"TA","PConc","Ex","Y",1224,0,1224,2,0,5,0,"Y",0,304,"Normal",12.0137068134704
"1195",143,1969,"Stone","Attchd","Fin","TA","TA","TA","TA","No","ALQ","SBrkr","RL","HdBoard","HdBoard","TA","WD",292,663,0,1,299,371,1195,9364,"Reg","Sawyer","2Story",6,1969,1969,"TA","CBlock","TA","Y",663,689,1352,1,1,7,0,"Y",379,36,"Normal",11.970356641103
"1196",0,2005,"None","Attchd","Fin","TA","TA","Gd","TA","No","Unf","SBrkr","RL","VinylSd","VinylSd","Gd","WD",728,728,0,2,400,0,1196,8029,"IR1","Gilbert","2Story",6,2005,2005,"TA","PConc","Ex","Y",728,728,1456,2,1,8,0,"Y",100,24,"Normal",12.0782449558223
"1197",0,2006,"None","BuiltIn","Fin","TA","TA","Gd","TA","Av","Unf","SBrkr","RL","VinylSd","VinylSd","Gd","New",879,879,0,3,660,0,1197,14054,"IR1","Gilbert","2Story",7,2006,2006,"Gd","PConc","Ex","Y",879,984,1863,2,1,9,1,"Y",100,17,"Partial",12.2977900152787
"1198",0,1916,"None","Detchd","Unf","TA","TA","TA","TA","No","Unf","SBrkr","RM","MetalSd","MetalSd","TA","ConLw",815,815,0,1,225,0,1198,8850,"IR1","OldTown","2.5Unf",7,1916,1950,"TA","BrkTil","Ex","Y",815,875,1690,1,0,7,1,"Y",0,0,"Normal",11.8775755229785
"1199",0,2001,"None","Attchd","RFn","TA","TA","Gd","TA","No","Unf","SBrkr","RL","VinylSd","VinylSd","Gd","WD",1212,1212,0,2,573,0,1199,9100,"Reg","CollgCr","1Story",7,2001,2001,"Gd","PConc","Ex","Y",1212,0,1212,2,0,6,0,"Y",356,0,"Normal",12.089544447236
"1200",51,1974,"BrkFace","Attchd","Unf","TA","TA","TA","TA","No","Rec","SBrkr","RL","HdBoard","HdBoard","TA","WD",504,1051,0,2,459,547,1200,11235,"Reg","Sawyer","1Story",4,1963,1979,"TA","CBlock","Gd","Y",1382,0,1382,1,1,6,1,"Y",0,82,"Normal",11.9049743094802
"1201",0,1972,"None","Attchd","Unf","TA","TA","TA","TA","No","Unf","SBrkr","RL","MetalSd","MetalSd","TA","Oth",864,864,0,1,280,0,1201,9353,"Reg","NAmes","1Story",4,1970,1970,"TA","CBlock","Gd","Y",864,0,864,1,0,5,0,"Y",0,0,"Abnorml",11.6617850286409
"1202",0,1998,"None","Attchd","RFn","TA","TA","Gd","TA","Av","Unf","SBrkr","RL","VinylSd","VinylSd","Gd","WD",866,866,0,2,546,0,1202,10400,"Reg","CollgCr","2Story",7,1998,1998,"TA","PConc","Ex","Y",866,913,1779,2,1,6,0,"Y",198,36,"Normal",12.195522184635
